ms	datetime	channel	type	magnitude	minute_total	baseline	organic_n
1541697083000	2018-11-08 17:11:23 UTC	pdp	minor	-69	-69	2.1	60
1541697144000	2018-11-08 17:12:24 UTC	pdp	minor	124	124	0.6	60
1541700293000	2018-11-08 18:04:53 UTC	pdp	minor	72	72	1.6	60
1541705696000	2018-11-08 19:34:56 UTC	ts	minor	75	75	-0.3	60
1541709641000	2018-11-08 20:40:41 UTC	pdp	audit	-2499	-2499	1.6	60
1541709719000	2018-11-08 20:41:59 UTC	ts	audit	2823	2823	0.5	60
1541714546000	2018-11-08 22:02:26 UTC	pdp	minor	75	75	0.8	60
1541716813000	2018-11-08 22:40:13 UTC	pdp	minor	57	57	1.0	60
1541719242000	2018-11-08 23:20:42 UTC	pdp	minor	62	62	1.0	60
1541719660000	2018-11-08 23:27:40 UTC	pdp	minor	-51	-51	1.6	60
1541719705000	2018-11-08 23:28:25 UTC	pdp	minor	61	61	0.4	59
1541721872000	2018-11-09 00:04:32 UTC	ts	minor	58	58	-0.5	60
1541748726000	2018-11-09 07:32:06 UTC	ts	minor	65	65	1.3	60
1541766443000	2018-11-09 12:27:23 UTC	ts	minor	51	51	1.9	60
1541769333000	2018-11-09 13:15:33 UTC	pdp	minor	85	85	1.6	60
1541775774000	2018-11-09 15:02:54 UTC	pdp	minor	217	217	1.9	60
1541782697000	2018-11-09 16:58:17 UTC	ts	minor	71	71	1.8	60
1541784918000	2018-11-09 17:35:18 UTC	ts	minor	65	65	1.9	60
1541789540000	2018-11-09 18:52:20 UTC	pdp	minor	83	83	1.4	60
1541799601000	2018-11-09 21:40:01 UTC	pdp	audit	-8667	-8667	2.5	60
1541800139000	2018-11-09 21:48:59 UTC	ts	audit	4249	4249	0.4	60
1541815656000	2018-11-10 02:07:36 UTC	pdp	minor	73	73	1.9	60
1541815656000	2018-11-10 02:07:36 UTC	ts	minor	68	68	1.9	60
1541820329000	2018-11-10 03:25:29 UTC	pdp	minor	234	234	0.8	60
1541838410000	2018-11-10 08:26:50 UTC	ts	minor	52	52	1.8	60
1541844236000	2018-11-10 10:03:56 UTC	pdp	minor	56	56	1.0	60
1541845403000	2018-11-10 10:23:23 UTC	pdp	minor	-168	-168	4.0	60
1541845456000	2018-11-10 10:24:16 UTC	pdp	minor	111	111	1.4	59
1541846327000	2018-11-10 10:38:47 UTC	ts	minor	51	51	1.9	60
1541847244000	2018-11-10 10:54:04 UTC	pdp	minor	78	78	0.8	60
1541855602000	2018-11-10 13:13:22 UTC	ts	minor	62	62	2.2	60
1541855733000	2018-11-10 13:15:33 UTC	pdp	minor	53	53	2.3	60
1541858250000	2018-11-10 13:57:30 UTC	ts	minor	62	62	2.4	60
1541858365000	2018-11-10 13:59:25 UTC	pdp	minor	57	57	1.2	60
1541861698000	2018-11-10 14:54:58 UTC	ts	minor	55	55	2.3	60
1541861911000	2018-11-10 14:58:31 UTC	ts	minor	87	87	1.5	60
1541864242000	2018-11-10 15:37:22 UTC	ts	minor	61	61	2.0	60
1541882010000	2018-11-10 20:33:30 UTC	ts	audit	9581	9581	0.7	60
1541882740000	2018-11-10 20:45:40 UTC	pdp	audit	7333	7333	0.9	60
1541911776000	2018-11-11 04:49:36 UTC	ts	minor	51	51	1.4	60
1541929461000	2018-11-11 09:44:21 UTC	ts	minor	51	51	2.3	60
1541933302000	2018-11-11 10:48:22 UTC	pdp	minor	92	92	0.7	60
1541945536000	2018-11-11 14:12:16 UTC	ts	minor	-77	-77	2.5	60
1541945759000	2018-11-11 14:15:59 UTC	ts	minor	129	129	0.4	60
1541948574000	2018-11-11 15:02:54 UTC	pdp	minor	97	97	1.5	60
1541948574000	2018-11-11 15:02:54 UTC	ts	minor	147	147	2.5	60
1541964188000	2018-11-11 19:23:08 UTC	ts	minor	-62	-62	1.0	60
1541964240000	2018-11-11 19:24:00 UTC	ts	minor	78	78	0.2	59
1541970317000	2018-11-11 21:05:17 UTC	pdp	audit	1714	1714	1.0	60
1541970317000	2018-11-11 21:05:17 UTC	ts	audit	7482	7482	0.4	60
1542008156000	2018-11-12 07:35:56 UTC	ts	minor	252	252	1.6	60
1542024122000	2018-11-12 12:02:02 UTC	ts	minor	62	62	0.1	60
1542038781000	2018-11-12 16:06:21 UTC	pdp	minor	54	316	0.7	60
1542038783000	2018-11-12 16:06:23 UTC	pdp	minor	262	316	0.6	59
1542038832000	2018-11-12 16:07:12 UTC	ts	minor	108	182	1.8	60
1542038833000	2018-11-12 16:07:13 UTC	ts	minor	74	182	1.7	59
1542076211000	2018-11-13 02:30:11 UTC	ts	minor	57	57	1.8	60
1542081968000	2018-11-13 04:06:08 UTC	ts	minor	54	54	2.7	60
1542090984000	2018-11-13 06:36:24 UTC	ts	minor	76	76	0.3	60
1542095502000	2018-11-13 07:51:42 UTC	pdp	minor	55	55	-0.1	60
1542118383000	2018-11-13 14:13:03 UTC	ts	minor	82	82	0.9	60
1542118559000	2018-11-13 14:15:59 UTC	ts	minor	61	61	1.4	60
1542121374000	2018-11-13 15:02:54 UTC	ts	minor	64	64	2.5	60
1542162386000	2018-11-14 02:26:26 UTC	ts	audit	8525	8525	1.6	60
1542162391000	2018-11-14 02:26:31 UTC	pdp	audit	-8321	-8321	1.6	60
1542203902000	2018-11-14 13:58:22 UTC	ts	minor	51	51	2.5	60
1542211583000	2018-11-14 16:06:23 UTC	pdp	minor	155	155	1.9	60
1542211632000	2018-11-14 16:07:12 UTC	ts	minor	53	53	1.9	60
1542243055000	2018-11-15 00:50:55 UTC	pdp	audit	15067	15067	0.8	60
1542290250000	2018-11-15 13:57:30 UTC	ts	minor	56	56	2.4	60
1542290302000	2018-11-15 13:58:22 UTC	ts	minor	58	58	1.9	59
1542294400000	2018-11-15 15:06:40 UTC	ts	minor	77	77	1.1	60
1542317261000	2018-11-15 21:27:41 UTC	pdp	audit	-4771	-4771	0.6	60
1542317633000	2018-11-15 21:33:53 UTC	ts	audit	15323	15323	0.3	60
1542365830000	2018-11-16 10:57:10 UTC	ts	minor	93	93	1.9	60
1542375748000	2018-11-16 13:42:28 UTC	ts	minor	70	70	1.4	60
1542377022000	2018-11-16 14:03:42 UTC	ts	minor	-175	-175	2.4	60
1542378711000	2018-11-16 14:31:51 UTC	ts	minor	51	51	2.1	60
1542378828000	2018-11-16 14:33:48 UTC	ts	minor	53	53	1.4	60
1542387659000	2018-11-16 17:00:59 UTC	pdp	minor	56	56	1.6	60
1542393550000	2018-11-16 18:39:10 UTC	ts	minor	-52	-141	1.2	60
1542393596000	2018-11-16 18:39:56 UTC	ts	minor	-89	-141	1.7	59
1542393617000	2018-11-16 18:40:17 UTC	ts	minor	136	136	1.6	59
1542399410000	2018-11-16 20:16:50 UTC	pdp	minor	581	581	1.1	60
1542450256000	2018-11-17 10:24:16 UTC	pdp	minor	86	86	-0.3	60
1542453190000	2018-11-17 11:13:10 UTC	pdp	minor	67	67	0.6	60
1542463422000	2018-11-17 14:03:42 UTC	ts	minor	-105	-14	2.8	60
1542463437000	2018-11-17 14:03:57 UTC	ts	minor	91	-14	2.3	59
1542471743000	2018-11-17 16:22:23 UTC	ts	minor	58	58	1.3	60
1542479996000	2018-11-17 18:39:56 UTC	ts	minor	-51	-51	1.1	60
1542480017000	2018-11-17 18:40:17 UTC	ts	minor	71	71	1.5	59
1542492123000	2018-11-17 22:02:03 UTC	pdp	audit	-11114	-11114	1.0	60
1542492221000	2018-11-17 22:03:41 UTC	ts	audit	1281	1281	0.2	60
1542499892000	2018-11-18 00:11:32 UTC	pdp	minor	54	54	0.4	60
1542578578000	2018-11-18 22:02:58 UTC	ts	audit	6740	6740	0.1	60
1542581815000	2018-11-18 22:56:55 UTC	pdp	audit	-6588	-6588	0.8	60
1542595459000	2018-11-19 02:44:19 UTC	ts	audit	1284	1284	1.1	60
1542620233000	2018-11-19 09:37:13 UTC	pdp	minor	67	67	0.6	60
1542620354000	2018-11-19 09:39:14 UTC	pdp	minor	-140	14	1.0	60
1542620390000	2018-11-19 09:39:50 UTC	pdp	minor	154	14	0.6	59
1542645508000	2018-11-19 16:38:28 UTC	ts	minor	54	54	1.8	60
1542647685000	2018-11-19 17:14:45 UTC	ts	minor	97	97	0.1	60
1542655201000	2018-11-19 19:20:01 UTC	ts	audit	9754	9754	0.4	60
1542655690000	2018-11-19 19:28:10 UTC	pdp	audit	16196	16196	1.4	60
1542659337000	2018-11-19 20:28:57 UTC	pdp	minor	61	61	2.0	60
1542694043000	2018-11-20 06:07:23 UTC	pdp	minor	88	88	0.2	60
1542701679000	2018-11-20 08:14:39 UTC	ts	minor	60	60	0.5	60
1542723821000	2018-11-20 14:23:41 UTC	ts	minor	-75	40	2.4	60
1542723834000	2018-11-20 14:23:54 UTC	ts	minor	115	40	1.9	59
1542723845000	2018-11-20 14:24:05 UTC	ts	minor	-130	-42	1.8	58
1542723864000	2018-11-20 14:24:24 UTC	ts	minor	88	-42	1.2	57
1542725865000	2018-11-20 14:57:45 UTC	pdp	minor	74	74	-0.0	60
1542725880000	2018-11-20 14:58:00 UTC	pdp	minor	-58	11	0.4	59
1542725897000	2018-11-20 14:58:17 UTC	pdp	minor	69	11	-0.7	58
1542727007000	2018-11-20 15:16:47 UTC	ts	minor	58	58	1.4	60
1542729204000	2018-11-20 15:53:24 UTC	ts	minor	59	59	1.3	60
1542735948000	2018-11-20 17:45:48 UTC	ts	audit	122	1463	2.4	60
1542735949000	2018-11-20 17:45:49 UTC	ts	audit	122	1463	2.3	59
1542735950000	2018-11-20 17:45:50 UTC	ts	audit	122	1463	2.3	58
1542735951000	2018-11-20 17:45:51 UTC	ts	audit	121	1463	2.4	57
1542735952000	2018-11-20 17:45:52 UTC	ts	audit	122	1463	2.3	56
1542735953000	2018-11-20 17:45:53 UTC	ts	audit	122	1463	2.3	55
1542735954000	2018-11-20 17:45:54 UTC	ts	audit	122	1463	2.4	54
1542735955000	2018-11-20 17:45:55 UTC	ts	audit	122	1463	2.4	53
1542735956000	2018-11-20 17:45:56 UTC	ts	audit	122	1463	2.4	52
1542735957000	2018-11-20 17:45:57 UTC	ts	audit	122	1463	2.5	51
1542735958000	2018-11-20 17:45:58 UTC	ts	audit	122	1463	2.5	50
1542735959000	2018-11-20 17:45:59 UTC	ts	audit	122	1463	2.5	49
1542735960000	2018-11-20 17:46:00 UTC	ts	minor	121	487	2.5	48
1542735961000	2018-11-20 17:46:01 UTC	ts	minor	122	487	2.6	47
1542735962000	2018-11-20 17:46:02 UTC	ts	minor	122	487	2.2	46
1542735963000	2018-11-20 17:46:03 UTC	ts	minor	122	487	2.2	45
1542738638000	2018-11-20 18:30:38 UTC	pdp	minor	69	69	0.6	60
1542784077000	2018-11-21 07:07:57 UTC	ts	audit	3946	3946	1.7	60
1542784085000	2018-11-21 07:08:05 UTC	pdp	audit	2310	2310	0.8	60
1542787315000	2018-11-21 08:01:55 UTC	ts	minor	60	60	0.7	60
1542795268000	2018-11-21 10:14:28 UTC	ts	minor	52	52	1.0	60
1542800382000	2018-11-21 11:39:42 UTC	ts	minor	64	64	0.7	60
1542805666000	2018-11-21 13:07:46 UTC	ts	minor	86	86	0.9	60
1542821416000	2018-11-21 17:30:16 UTC	pdp	minor	-54	-54	0.8	60
1542821493000	2018-11-21 17:31:33 UTC	pdp	minor	273	273	1.6	60
1542835373000	2018-11-21 21:22:53 UTC	pdp	minor	121	121	0.5	60
1542853638000	2018-11-22 02:27:18 UTC	ts	minor	66	66	1.5	60
1542859899000	2018-11-22 04:11:39 UTC	ts	audit	5553	5553	1.5	60
1542871714000	2018-11-22 07:28:34 UTC	pdp	minor	57	57	0.3	60
1542871755000	2018-11-22 07:29:15 UTC	pdp	minor	-79	13	0.6	59
1542871766000	2018-11-22 07:29:26 UTC	pdp	minor	92	13	0.8	58
1542877548000	2018-11-22 09:05:48 UTC	pdp	minor	87	87	-0.3	60
1542897950000	2018-11-22 14:45:50 UTC	ts	minor	89	89	1.2	60
1542898822000	2018-11-22 15:00:22 UTC	pdp	minor	93	93	1.2	60
1542900529000	2018-11-22 15:28:49 UTC	ts	minor	89	89	0.1	60
1542900912000	2018-11-22 15:35:12 UTC	pdp	minor	56	122	1.8	60
1542900912000	2018-11-22 15:35:12 UTC	ts	minor	132	132	2.4	60
1542900918000	2018-11-22 15:35:18 UTC	pdp	minor	66	122	2.3	59
1542902180000	2018-11-22 15:56:20 UTC	ts	minor	55	55	1.6	60
1542902226000	2018-11-22 15:57:06 UTC	ts	minor	61	151	-1.1	59
1542902227000	2018-11-22 15:57:07 UTC	ts	minor	90	151	-1.2	58
1542906512000	2018-11-22 17:08:32 UTC	pdp	minor	78	78	1.1	60
1542907893000	2018-11-22 17:31:33 UTC	pdp	minor	71	71	1.7	60
1542913604000	2018-11-22 19:06:44 UTC	ts	audit	3791	3791	1.3	60
1542928397000	2018-11-22 23:13:17 UTC	pdp	minor	51	51	0.7	60
1542935456000	2018-11-23 01:10:56 UTC	ts	minor	99	99	-0.8	60
1542950679000	2018-11-23 05:24:39 UTC	pdp	minor	-58	-58	1.2	60
1542955504000	2018-11-23 06:45:04 UTC	ts	minor	88	88	2.5	60
1542959448000	2018-11-23 07:50:48 UTC	ts	minor	88	88	1.7	60
1542960119000	2018-11-23 08:01:59 UTC	ts	minor	89	89	1.3	60
1542965961000	2018-11-23 09:39:21 UTC	pdp	minor	97	97	0.3	60
1542966406000	2018-11-23 09:46:46 UTC	pdp	minor	69	69	-0.1	60
1542969829000	2018-11-23 10:43:49 UTC	ts	minor	-347	-347	2.6	60
1542988403000	2018-11-23 15:53:23 UTC	ts	minor	52	52	2.0	60
1542994299000	2018-11-23 17:31:39 UTC	ts	minor	77	77	1.7	60
1543006868000	2018-11-23 21:01:08 UTC	pdp	audit	1040	1040	1.4	60
1543006876000	2018-11-23 21:01:16 UTC	ts	audit	10052	10052	0.8	60
1543014198000	2018-11-23 23:03:18 UTC	pdp	minor	56	56	1.6	60
1543022849000	2018-11-24 01:27:29 UTC	pdp	minor	81	81	0.4	60
1543037497000	2018-11-24 05:31:37 UTC	ts	minor	83	83	1.9	60
1543041486000	2018-11-24 06:38:06 UTC	ts	minor	82	82	0.9	60
1543041722000	2018-11-24 06:42:02 UTC	pdp	minor	51	51	0.8	60
1543044433000	2018-11-24 07:27:13 UTC	ts	minor	51	51	1.4	60
1543050348000	2018-11-24 09:05:48 UTC	pdp	minor	61	61	0.5	60
1543052361000	2018-11-24 09:39:21 UTC	pdp	minor	70	70	1.0	60
1543056160000	2018-11-24 10:42:40 UTC	ts	minor	59	59	0.9	60
1543056244000	2018-11-24 10:44:04 UTC	ts	minor	128	128	1.9	60
1543065101000	2018-11-24 13:11:41 UTC	pdp	minor	79	21	0.8	60
1543065119000	2018-11-24 13:11:59 UTC	pdp	minor	-58	21	0.9	59
1543065176000	2018-11-24 13:12:56 UTC	pdp	minor	120	120	1.0	59
1543067570000	2018-11-24 13:52:50 UTC	ts	minor	84	84	1.7	60
1543069829000	2018-11-24 14:30:29 UTC	ts	minor	75	75	1.6	60
1543070301000	2018-11-24 14:38:21 UTC	ts	minor	61	61	2.1	60
1543071591000	2018-11-24 14:59:51 UTC	ts	minor	80	80	1.6	60
1543075273000	2018-11-24 16:01:13 UTC	ts	minor	56	56	1.8	60
1543082985000	2018-11-24 18:09:45 UTC	pdp	minor	89	-14	0.7	60
1543082996000	2018-11-24 18:09:56 UTC	pdp	minor	-103	-14	1.3	59
1543083038000	2018-11-24 18:10:38 UTC	pdp	minor	53	53	2.4	58
1543086400000	2018-11-24 19:06:40 UTC	pdp	minor	61	61	1.7	60
1543086591000	2018-11-24 19:09:51 UTC	ts	audit	2311	2311	1.0	60
1543086728000	2018-11-24 19:12:08 UTC	pdp	audit	-1787	-1787	1.5	60
1543164453000	2018-11-25 16:47:33 UTC	pdp	minor	52	52	1.7	60
1543168673000	2018-11-25 17:57:53 UTC	ts	minor	79	79	1.4	60
1543173206000	2018-11-25 19:13:26 UTC	pdp	audit	-1960	-1960	3.6	60
1543173229000	2018-11-25 19:13:49 UTC	ts	audit	6357	6357	1.3	60
1543175852000	2018-11-25 19:57:32 UTC	pdp	minor	80	80	2.6	60
1543187693000	2018-11-25 23:14:53 UTC	pdp	minor	92	92	3.7	60
1543198881000	2018-11-26 02:21:21 UTC	pdp	minor	62	62	2.2	60
1543201815000	2018-11-26 03:10:15 UTC	pdp	minor	106	195	1.9	60
1543201817000	2018-11-26 03:10:17 UTC	pdp	minor	89	195	2.0	59
1543203089000	2018-11-26 03:31:29 UTC	ts	minor	-74	-15	1.7	60
1543203102000	2018-11-26 03:31:42 UTC	ts	minor	59	-15	2.1	59
1543204146000	2018-11-26 03:49:06 UTC	pdp	minor	63	63	2.8	60
1543205521000	2018-11-26 04:12:01 UTC	pdp	minor	82	82	1.8	60
1543206163000	2018-11-26 04:22:43 UTC	pdp	minor	79	79	2.6	60
1543206284000	2018-11-26 04:24:44 UTC	pdp	minor	76	76	2.2	60
1543209636000	2018-11-26 05:20:36 UTC	ts	minor	86	86	1.3	60
1543218716000	2018-11-26 07:51:56 UTC	pdp	minor	55	55	1.5	60
1543218788000	2018-11-26 07:53:08 UTC	pdp	minor	-139	25	1.4	60
1543218800000	2018-11-26 07:53:20 UTC	pdp	minor	164	25	1.5	59
1543221077000	2018-11-26 08:31:17 UTC	ts	audit	3021	3021	1.7	60
1543221460000	2018-11-26 08:37:40 UTC	pdp	audit	7980	7980	1.8	60
1543237920000	2018-11-26 13:12:00 UTC	pdp	minor	82	82	1.7	60
1543243528000	2018-11-26 14:45:28 UTC	ts	minor	70	70	2.0	60
1543245638000	2018-11-26 15:20:38 UTC	ts	minor	54	54	1.2	60
1543256613000	2018-11-26 18:23:33 UTC	pdp	minor	68	68	2.3	60
1543259702000	2018-11-26 19:15:02 UTC	ts	audit	1993	1993	0.9	60
1543259948000	2018-11-26 19:19:08 UTC	pdp	audit	-4364	-4364	2.9	60
1543268657000	2018-11-26 21:44:17 UTC	pdp	minor	101	101	3.2	60
1543272789000	2018-11-26 22:53:09 UTC	pdp	minor	123	123	1.1	60
1543278093000	2018-11-27 00:21:33 UTC	pdp	minor	52	52	2.1	60
1543300944000	2018-11-27 06:42:24 UTC	ts	minor	56	56	1.8	60
1543301288000	2018-11-27 06:48:08 UTC	ts	minor	58	58	1.4	60
1543305126000	2018-11-27 07:52:06 UTC	pdp	minor	64	64	0.8	60
1543306531000	2018-11-27 08:15:31 UTC	ts	minor	53	53	1.6	60
1543310672000	2018-11-27 09:24:32 UTC	ts	minor	84	84	0.9	60
1543311957000	2018-11-27 09:45:57 UTC	ts	minor	57	57	1.2	60
1543314409000	2018-11-27 10:26:49 UTC	ts	minor	87	87	1.2	60
1543321406000	2018-11-27 12:23:26 UTC	ts	minor	80	80	1.2	60
1543328289000	2018-11-27 14:18:09 UTC	ts	minor	66	66	1.9	60
1543331026000	2018-11-27 15:03:46 UTC	ts	minor	60	60	2.2	60
1543331370000	2018-11-27 15:09:30 UTC	ts	minor	176	176	1.9	60
1543337005000	2018-11-27 16:43:25 UTC	pdp	minor	-89	44	2.9	60
1543337023000	2018-11-27 16:43:43 UTC	pdp	minor	133	44	2.8	59
1543337051000	2018-11-27 16:44:11 UTC	pdp	minor	-158	-22	2.9	58
1543337069000	2018-11-27 16:44:29 UTC	pdp	minor	136	-22	2.0	58
1543344654000	2018-11-27 18:50:54 UTC	pdp	audit	7917	8009	0.9	60
1543344655000	2018-11-27 18:50:55 UTC	pdp	audit	92	8009	0.9	59
1543344876000	2018-11-27 18:54:36 UTC	ts	audit	7795	7854	1.4	60
1543344877000	2018-11-27 18:54:37 UTC	ts	audit	59	7854	1.4	59
1543388023000	2018-11-28 06:53:43 UTC	pdp	minor	-65	-65	1.4	60
1543388051000	2018-11-28 06:54:11 UTC	pdp	minor	71	126	1.6	59
1543388081000	2018-11-28 06:54:41 UTC	pdp	minor	-64	126	1.1	58
1543388098000	2018-11-28 06:54:58 UTC	pdp	minor	119	126	0.3	58
1543397483000	2018-11-28 09:31:23 UTC	ts	minor	55	55	1.7	60
1543403073000	2018-11-28 11:04:33 UTC	ts	minor	113	193	-0.4	60
1543403074000	2018-11-28 11:04:34 UTC	ts	minor	80	193	-0.4	59
1543411925000	2018-11-28 13:32:05 UTC	ts	minor	54	54	2.5	60
1543418853000	2018-11-28 15:27:33 UTC	ts	minor	83	83	1.4	60
1543422984000	2018-11-28 16:36:24 UTC	pdp	minor	62	62	1.1	60
1543432332000	2018-11-28 19:12:12 UTC	pdp	audit	-1457	-1457	1.8	60
1543433196000	2018-11-28 19:26:36 UTC	ts	audit	9265	9265	1.0	60
1543442768000	2018-11-28 22:06:08 UTC	ts	minor	82	180	0.3	60
1543442772000	2018-11-28 22:06:12 UTC	ts	minor	98	180	1.1	59
1543445589000	2018-11-28 22:53:09 UTC	pdp	minor	55	55	1.7	60
1543447271000	2018-11-28 23:21:11 UTC	pdp	minor	121	121	1.6	60
1543447635000	2018-11-28 23:27:15 UTC	pdp	minor	54	54	2.4	60
1543469339000	2018-11-29 05:28:59 UTC	ts	minor	51	51	2.5	60
1543474498000	2018-11-29 06:54:58 UTC	pdp	minor	65	65	0.8	60
1543502734000	2018-11-29 14:45:34 UTC	ts	minor	91	91	3.3	60
1543504170000	2018-11-29 15:09:30 UTC	ts	minor	111	111	3.0	60
1543505253000	2018-11-29 15:27:33 UTC	ts	minor	61	61	2.5	60
1543505639000	2018-11-29 15:33:59 UTC	ts	minor	564	564	4.1	60
1543509065000	2018-11-29 16:31:05 UTC	ts	minor	99	99	2.5	60
1543510735000	2018-11-29 16:58:55 UTC	ts	minor	-167	-167	5.9	60
1543518233000	2018-11-29 19:03:53 UTC	pdp	minor	-558	-558	0.9	60
1543518719000	2018-11-29 19:11:59 UTC	ts	audit	6096	6096	1.6	60
1543542036000	2018-11-30 01:40:36 UTC	ts	minor	59	59	0.5	60
1543548043000	2018-11-30 03:20:43 UTC	ts	minor	75	75	0.8	60
1543575827000	2018-11-30 11:03:47 UTC	pdp	minor	57	57	0.5	60
1543575874000	2018-11-30 11:04:34 UTC	pdp	minor	65	65	-0.7	59
1543595650000	2018-11-30 16:34:10 UTC	ts	minor	60	60	2.5	60
1543596559000	2018-11-30 16:49:19 UTC	ts	minor	62	62	2.5	60
1543597297000	2018-11-30 17:01:37 UTC	pdp	minor	57	57	0.5	60
1543597768000	2018-11-30 17:09:28 UTC	ts	minor	76	76	3.2	60
1543606826000	2018-11-30 19:40:26 UTC	ts	audit	11413	11413	1.3	60
1543606943000	2018-11-30 19:42:23 UTC	pdp	audit	-613	-613	1.9	60
1543615572000	2018-11-30 22:06:12 UTC	ts	minor	71	71	2.5	60
1543632592000	2018-12-01 02:49:52 UTC	pdp	minor	59	59	1.0	60
1543632795000	2018-12-01 02:53:15 UTC	ts	minor	51	51	1.9	60
1543634972000	2018-12-01 03:29:32 UTC	ts	minor	52	52	1.4	60
1543639051000	2018-12-01 04:37:31 UTC	ts	minor	54	54	1.9	60
1543640646000	2018-12-01 05:04:06 UTC	ts	minor	55	55	1.6	60
1543641261000	2018-12-01 05:14:21 UTC	pdp	minor	182	182	1.0	60
1543646544000	2018-12-01 06:42:24 UTC	ts	minor	78	78	2.0	60
1543651157000	2018-12-01 07:59:17 UTC	ts	minor	83	83	2.1	60
1543651986000	2018-12-01 08:13:06 UTC	ts	minor	65	65	2.3	60
1543652127000	2018-12-01 08:15:27 UTC	ts	minor	90	90	1.4	60
1543653029000	2018-12-01 08:30:29 UTC	pdp	minor	52	52	1.0	60
1543653049000	2018-12-01 08:30:49 UTC	ts	minor	84	84	1.5	60
1543653087000	2018-12-01 08:31:27 UTC	pdp	minor	-60	-60	1.2	59
1543653123000	2018-12-01 08:32:03 UTC	pdp	minor	-107	13	3.1	59
1543653139000	2018-12-01 08:32:19 UTC	pdp	minor	120	13	2.6	58
1543653621000	2018-12-01 08:40:21 UTC	ts	minor	52	52	2.0	60
1543659947000	2018-12-01 10:25:47 UTC	ts	minor	53	53	2.5	60
1543660730000	2018-12-01 10:38:50 UTC	pdp	minor	58	58	0.9	60
1543661200000	2018-12-01 10:46:40 UTC	ts	minor	62	62	2.3	60
1543663304000	2018-12-01 11:21:44 UTC	ts	minor	75	75	1.0	60
1543667094000	2018-12-01 12:24:54 UTC	ts	minor	100	100	1.5	60
1543667988000	2018-12-01 12:39:48 UTC	ts	minor	89	89	2.7	60
1543670403000	2018-12-01 13:20:03 UTC	ts	minor	88	88	2.4	60
1543672555000	2018-12-01 13:55:55 UTC	ts	minor	59	59	2.9	60
1543673125000	2018-12-01 14:05:25 UTC	pdp	minor	89	89	0.3	60
1543674214000	2018-12-01 14:23:34 UTC	ts	minor	103	103	3.3	60
1543679093000	2018-12-01 15:44:53 UTC	ts	minor	66	66	2.9	60
1543681893000	2018-12-01 16:31:33 UTC	ts	minor	67	67	2.8	60
1543682050000	2018-12-01 16:34:10 UTC	ts	minor	91	158	2.0	60
1543682066000	2018-12-01 16:34:26 UTC	ts	minor	67	158	1.7	59
1543692102000	2018-12-01 19:21:42 UTC	ts	audit	11477	11477	1.4	60
1543692207000	2018-12-01 19:23:27 UTC	pdp	audit	-2806	-2806	0.7	60
1543694197000	2018-12-01 19:56:37 UTC	pdp	minor	78	78	2.2	60
1543698110000	2018-12-01 21:01:50 UTC	pdp	minor	126	126	2.9	60
1543699757000	2018-12-01 21:29:17 UTC	pdp	minor	78	78	1.7	60
1543700425000	2018-12-01 21:40:25 UTC	pdp	minor	90	90	2.2	60
1543703778000	2018-12-01 22:36:18 UTC	pdp	minor	102	102	4.2	60
1543710228000	2018-12-02 00:23:48 UTC	pdp	minor	117	117	0.9	60
1543715217000	2018-12-02 01:46:57 UTC	pdp	minor	91	91	1.6	60
1543718052000	2018-12-02 02:34:12 UTC	pdp	minor	-57	40	2.7	60
1543718077000	2018-12-02 02:34:37 UTC	pdp	minor	97	40	1.9	59
1543733349000	2018-12-02 06:49:09 UTC	ts	minor	61	61	2.6	60
1543734819000	2018-12-02 07:13:39 UTC	ts	minor	65	65	1.8	60
1543735996000	2018-12-02 07:33:16 UTC	ts	minor	87	87	2.5	60
1543736609000	2018-12-02 07:43:29 UTC	ts	minor	57	57	2.5	60
1543738402000	2018-12-02 08:13:22 UTC	ts	minor	154	154	0.8	60
1543739243000	2018-12-02 08:27:23 UTC	ts	minor	70	70	2.9	60
1543739529000	2018-12-02 08:32:09 UTC	ts	minor	85	85	2.7	60
1543740847000	2018-12-02 08:54:07 UTC	ts	minor	81	81	3.2	60
1543741417000	2018-12-02 09:03:37 UTC	ts	minor	99	99	2.5	60
1543742737000	2018-12-02 09:25:37 UTC	ts	minor	64	64	2.9	60
1543742911000	2018-12-02 09:28:31 UTC	ts	minor	74	74	2.8	60
1543743209000	2018-12-02 09:33:29 UTC	ts	minor	97	97	2.4	60
1543743760000	2018-12-02 09:42:40 UTC	ts	minor	110	110	2.3	60
1543750359000	2018-12-02 11:32:39 UTC	ts	minor	53	53	2.3	60
1543751339000	2018-12-02 11:48:59 UTC	ts	minor	80	80	2.3	60
1543751753000	2018-12-02 11:55:53 UTC	ts	minor	76	76	2.9	60
1543754150000	2018-12-02 12:35:50 UTC	ts	minor	72	72	3.1	60
1543754268000	2018-12-02 12:37:48 UTC	ts	minor	69	69	2.8	60
1543756088000	2018-12-02 13:08:08 UTC	ts	minor	79	79	3.4	60
1543759603000	2018-12-02 14:06:43 UTC	ts	minor	82	82	3.9	60
1543760523000	2018-12-02 14:22:03 UTC	ts	minor	109	109	3.6	60
1543763401000	2018-12-02 15:10:01 UTC	ts	minor	85	85	3.2	60
1543775492000	2018-12-02 18:31:32 UTC	ts	minor	75	75	2.6	60
1543778749000	2018-12-02 19:25:49 UTC	ts	audit	22490	22490	2.1	60
