ms	datetime	channel	type	magnitude	minute_total	baseline	organic_n
1543780005000	2018-12-02 19:46:45 UTC	pdp	audit	-45824	-45824	14.3	60
1543784000000	2018-12-02 20:53:20 UTC	pdp	minor	310	-36	6.0	60
1543784026000	2018-12-02 20:53:46 UTC	pdp	minor	-346	-36	6.5	59
1543784065000	2018-12-02 20:54:25 UTC	pdp	minor	340	521	6.0	59
1543784066000	2018-12-02 20:54:26 UTC	pdp	minor	181	521	7.0	58
1543792880000	2018-12-02 23:21:20 UTC	pdp	minor	-110	-110	-4.0	60
1543806367000	2018-12-03 03:06:07 UTC	pdp	minor	161	288	6.0	60
1543806368000	2018-12-03 03:06:08 UTC	pdp	minor	127	288	6.1	59
1543808406000	2018-12-03 03:40:06 UTC	ts	minor	90	90	1.6	60
1543808535000	2018-12-03 03:42:15 UTC	ts	minor	65	65	2.1	60
1543812576000	2018-12-03 04:49:36 UTC	pdp	minor	108	108	4.5	60
1543813703000	2018-12-03 05:08:23 UTC	ts	minor	94	94	1.7	60
1543813893000	2018-12-03 05:11:33 UTC	ts	minor	96	96	1.9	60
1543814462000	2018-12-03 05:21:02 UTC	ts	minor	60	60	2.1	60
1543814601000	2018-12-03 05:23:21 UTC	pdp	minor	92	92	2.8	60
1543815438000	2018-12-03 05:37:18 UTC	ts	minor	117	117	2.9	60
1543815933000	2018-12-03 05:45:33 UTC	ts	minor	130	130	1.7	60
1543815971000	2018-12-03 05:46:11 UTC	pdp	minor	95	95	3.8	60
1543815974000	2018-12-03 05:46:14 UTC	ts	minor	-99	-99	3.8	59
1543816779000	2018-12-03 05:59:39 UTC	ts	minor	97	97	2.3	60
1543817375000	2018-12-03 06:09:35 UTC	ts	minor	90	90	1.9	60
1543817412000	2018-12-03 06:10:12 UTC	pdp	minor	87	174	3.2	60
1543817453000	2018-12-03 06:10:53 UTC	pdp	minor	87	174	2.5	59
1543818654000	2018-12-03 06:30:54 UTC	ts	minor	75	75	2.5	60
1543819373000	2018-12-03 06:42:53 UTC	pdp	minor	82	82	3.4	60
1543819589000	2018-12-03 06:46:29 UTC	ts	minor	59	59	2.8	60
1543820287000	2018-12-03 06:58:07 UTC	pdp	minor	80	80	3.1	60
1543820542000	2018-12-03 07:02:22 UTC	ts	minor	76	76	2.5	60
1543820818000	2018-12-03 07:06:58 UTC	pdp	minor	90	90	1.3	60
1543820965000	2018-12-03 07:09:25 UTC	ts	minor	107	107	0.4	60
1543823131000	2018-12-03 07:45:31 UTC	ts	minor	109	109	2.1	60
1543823652000	2018-12-03 07:54:12 UTC	ts	minor	72	72	1.9	60
1543823717000	2018-12-03 07:55:17 UTC	ts	minor	119	119	2.0	60
1543824196000	2018-12-03 08:03:16 UTC	pdp	minor	64	64	2.6	60
1543825334000	2018-12-03 08:22:14 UTC	ts	minor	74	74	2.8	60
1543826163000	2018-12-03 08:36:03 UTC	ts	minor	61	61	2.6	60
1543826598000	2018-12-03 08:43:18 UTC	pdp	minor	55	55	1.2	60
1543826714000	2018-12-03 08:45:14 UTC	pdp	minor	288	288	0.7	60
1543826784000	2018-12-03 08:46:24 UTC	ts	minor	64	64	2.8	60
1543832447000	2018-12-03 10:20:47 UTC	ts	minor	64	64	2.8	60
1543832450000	2018-12-03 10:20:50 UTC	pdp	minor	89	89	2.1	60
1543832487000	2018-12-03 10:21:27 UTC	ts	minor	90	90	0.9	59
1543833166000	2018-12-03 10:32:46 UTC	ts	minor	90	90	2.1	60
1543833250000	2018-12-03 10:34:10 UTC	ts	minor	106	106	1.8	60
1543833390000	2018-12-03 10:36:30 UTC	pdp	minor	74	74	2.4	60
1543833424000	2018-12-03 10:37:04 UTC	pdp	minor	-185	-28	3.8	59
1543833453000	2018-12-03 10:37:33 UTC	pdp	minor	157	-28	3.9	59
1543833716000	2018-12-03 10:41:56 UTC	ts	minor	88	88	2.9	60
1543835322000	2018-12-03 11:08:42 UTC	ts	minor	103	103	1.7	60
1543835703000	2018-12-03 11:15:03 UTC	ts	minor	56	56	2.0	60
1543836199000	2018-12-03 11:23:19 UTC	ts	minor	67	67	1.9	60
1543839094000	2018-12-03 12:11:34 UTC	ts	minor	93	93	3.1	60
1543839746000	2018-12-03 12:22:26 UTC	ts	minor	74	74	3.1	60
1543840003000	2018-12-03 12:26:43 UTC	ts	minor	71	71	3.3	60
1543840047000	2018-12-03 12:27:27 UTC	ts	minor	66	66	2.9	59
1543840050000	2018-12-03 12:27:30 UTC	pdp	minor	91	91	3.1	60
1543840306000	2018-12-03 12:31:46 UTC	ts	minor	91	91	3.5	60
1543841972000	2018-12-03 12:59:32 UTC	pdp	minor	96	96	3.5	60
1543845851000	2018-12-03 14:04:11 UTC	ts	minor	76	76	3.6	60
1543846779000	2018-12-03 14:19:39 UTC	ts	minor	94	94	3.7	60
1543847158000	2018-12-03 14:25:58 UTC	pdp	minor	109	109	3.7	60
1543847249000	2018-12-03 14:27:29 UTC	ts	minor	92	92	3.8	60
1543847360000	2018-12-03 14:29:20 UTC	ts	minor	87	156	3.4	60
1543847378000	2018-12-03 14:29:38 UTC	ts	minor	69	156	2.4	59
1543847550000	2018-12-03 14:32:30 UTC	ts	minor	100	100	3.1	60
1543847959000	2018-12-03 14:39:19 UTC	ts	minor	83	83	4.0	60
1543848046000	2018-12-03 14:40:46 UTC	ts	minor	90	90	3.8	60
1543848394000	2018-12-03 14:46:34 UTC	ts	minor	86	86	3.5	60
1543849030000	2018-12-03 14:57:10 UTC	ts	minor	77	247	2.8	60
1543849043000	2018-12-03 14:57:23 UTC	ts	minor	114	247	2.0	59
1543849059000	2018-12-03 14:57:39 UTC	ts	minor	56	247	0.8	58
1543849578000	2018-12-03 15:06:18 UTC	ts	minor	106	106	4.0	60
1543850059000	2018-12-03 15:14:19 UTC	ts	minor	76	76	3.5	60
1543850462000	2018-12-03 15:21:02 UTC	ts	minor	76	152	2.1	60
1543850490000	2018-12-03 15:21:30 UTC	ts	minor	76	152	0.7	59
1543850614000	2018-12-03 15:23:34 UTC	ts	minor	66	66	2.5	60
1543852634000	2018-12-03 15:57:14 UTC	ts	minor	84	182	3.6	60
1543852672000	2018-12-03 15:57:52 UTC	ts	minor	98	182	2.0	59
1543852898000	2018-12-03 16:01:38 UTC	ts	minor	86	86	3.6	60
1543853163000	2018-12-03 16:06:03 UTC	pdp	minor	105	222	4.0	60
1543853199000	2018-12-03 16:06:39 UTC	pdp	minor	117	222	2.9	59
1543853320000	2018-12-03 16:08:40 UTC	ts	minor	104	104	4.6	60
1543854363000	2018-12-03 16:26:03 UTC	ts	minor	79	79	3.1	60
1543854697000	2018-12-03 16:31:37 UTC	ts	minor	98	98	3.3	60
1543855236000	2018-12-03 16:40:36 UTC	pdp	minor	93	93	3.7	60
1543855291000	2018-12-03 16:41:31 UTC	ts	minor	86	86	3.5	60
1543855528000	2018-12-03 16:45:28 UTC	ts	minor	76	136	3.8	60
1543855551000	2018-12-03 16:45:51 UTC	ts	minor	60	136	2.2	59
1543855767000	2018-12-03 16:49:27 UTC	ts	minor	78	78	3.9	60
1543856033000	2018-12-03 16:53:53 UTC	ts	minor	79	79	3.6	60
1543856118000	2018-12-03 16:55:18 UTC	pdp	minor	110	110	4.2	60
1543856147000	2018-12-03 16:55:47 UTC	ts	minor	90	90	3.4	60
1543856189000	2018-12-03 16:56:29 UTC	ts	minor	53	53	1.5	59
1543856782000	2018-12-03 17:06:22 UTC	pdp	minor	113	113	4.0	60
1543857197000	2018-12-03 17:13:17 UTC	ts	minor	65	65	2.0	60
1543857360000	2018-12-03 17:16:00 UTC	ts	minor	78	78	1.9	60
1543857930000	2018-12-03 17:25:30 UTC	ts	minor	101	101	3.5	60
1543859608000	2018-12-03 17:53:28 UTC	pdp	minor	101	101	4.3	60
1543860373000	2018-12-03 18:06:13 UTC	ts	minor	149	216	3.2	60
1543860389000	2018-12-03 18:06:29 UTC	ts	minor	67	216	3.3	59
1543860797000	2018-12-03 18:13:17 UTC	ts	minor	77	77	2.6	60
1543861765000	2018-12-03 18:29:25 UTC	ts	minor	70	70	2.8	60
1543862520000	2018-12-03 18:42:00 UTC	pdp	minor	118	118	5.6	60
1543863878000	2018-12-03 19:04:38 UTC	ts	minor	51	51	2.4	60
1543864289000	2018-12-03 19:11:29 UTC	ts	minor	109	109	0.7	60
1543864386000	2018-12-03 19:13:06 UTC	ts	minor	87	87	1.7	60
1543864640000	2018-12-03 19:17:20 UTC	ts	minor	84	84	0.4	60
1543864682000	2018-12-03 19:18:02 UTC	ts	minor	201	-100	-2.2	59
1543864730000	2018-12-03 19:18:50 UTC	ts	minor	-301	-100	-0.6	59
1543864741000	2018-12-03 19:19:01 UTC	ts	minor	209	283	0.2	58
1543864754000	2018-12-03 19:19:14 UTC	ts	minor	74	283	1.3	58
1543865840000	2018-12-03 19:37:20 UTC	ts	minor	73	73	1.4	60
1543866126000	2018-12-03 19:42:06 UTC	ts	minor	98	98	1.1	60
1543866493000	2018-12-03 19:48:13 UTC	ts	audit	23872	23872	2.3	60
1543867589000	2018-12-03 20:06:29 UTC	pdp	audit	65348	65546	7.0	60
1543867590000	2018-12-03 20:06:30 UTC	pdp	audit	198	65546	7.1	59
1543868248000	2018-12-03 20:17:28 UTC	pdp	minor	103	103	4.8	60
1543873166000	2018-12-03 21:39:26 UTC	pdp	minor	183	183	5.6	60
1543874640000	2018-12-03 22:04:00 UTC	pdp	minor	96	96	4.5	60
1543876453000	2018-12-03 22:34:13 UTC	ts	minor	63	63	0.3	60
1543888694000	2018-12-04 01:58:14 UTC	pdp	minor	231	231	1.2	60
1543890125000	2018-12-04 02:22:05 UTC	ts	minor	96	96	3.3	60
1543893143000	2018-12-04 03:12:23 UTC	ts	minor	64	64	1.9	60
1543911499000	2018-12-04 08:18:19 UTC	pdp	minor	56	186	2.1	60
1543911500000	2018-12-04 08:18:20 UTC	pdp	minor	130	186	2.1	59
1543914079000	2018-12-04 09:01:19 UTC	ts	minor	93	93	2.8	60
1543915556000	2018-12-04 09:25:56 UTC	ts	minor	84	84	2.7	60
1543916005000	2018-12-04 09:33:25 UTC	ts	minor	96	96	2.5	60
1543916110000	2018-12-04 09:35:10 UTC	ts	minor	75	75	2.4	60
1543916618000	2018-12-04 09:43:38 UTC	ts	minor	100	100	2.1	60
1543916871000	2018-12-04 09:47:51 UTC	ts	minor	94	94	3.0	60
1543917971000	2018-12-04 10:06:11 UTC	ts	minor	96	96	1.5	60
1543918023000	2018-12-04 10:07:03 UTC	ts	minor	66	66	1.5	59
1543918499000	2018-12-04 10:14:59 UTC	ts	minor	66	66	2.8	60
1543919505000	2018-12-04 10:31:45 UTC	ts	minor	110	110	2.1	60
1543920440000	2018-12-04 10:47:20 UTC	ts	minor	83	83	2.5	60
1543920557000	2018-12-04 10:49:17 UTC	ts	minor	65	65	3.2	60
1543920913000	2018-12-04 10:55:13 UTC	ts	minor	76	76	2.6	60
1543921826000	2018-12-04 11:10:26 UTC	ts	minor	56	56	-0.6	60
1543921959000	2018-12-04 11:12:39 UTC	pdp	minor	94	94	0.4	60
1543922435000	2018-12-04 11:20:35 UTC	ts	minor	93	93	2.6	60
1543923001000	2018-12-04 11:30:01 UTC	ts	minor	69	69	3.0	60
1543923159000	2018-12-04 11:32:39 UTC	pdp	minor	87	87	0.9	60
1543923201000	2018-12-04 11:33:21 UTC	ts	minor	97	97	2.7	60
1543923259000	2018-12-04 11:34:19 UTC	pdp	minor	-81	-277	1.7	60
1543923268000	2018-12-04 11:34:28 UTC	ts	minor	-92	-228	1.0	60
1543923269000	2018-12-04 11:34:29 UTC	pdp	minor	-84	-277	0.3	59
1543923274000	2018-12-04 11:34:34 UTC	ts	minor	-85	-228	-0.1	59
1543923280000	2018-12-04 11:34:40 UTC	pdp	minor	-112	-277	-1.2	58
1543923285000	2018-12-04 11:34:45 UTC	ts	minor	-51	-228	-1.7	58
1543924083000	2018-12-04 11:48:03 UTC	pdp	minor	301	-89	1.3	60
1543924139000	2018-12-04 11:48:59 UTC	pdp	minor	-390	-89	2.9	59
1543924154000	2018-12-04 11:49:14 UTC	pdp	minor	422	422	2.6	59
1543926886000	2018-12-04 12:34:46 UTC	pdp	minor	61	61	2.2	60
1543930877000	2018-12-04 13:41:17 UTC	pdp	minor	72	72	2.9	60
1543931746000	2018-12-04 13:55:46 UTC	ts	minor	109	544	5.0	60
1543931747000	2018-12-04 13:55:47 UTC	ts	minor	109	544	5.0	59
1543931748000	2018-12-04 13:55:48 UTC	ts	minor	108	544	5.0	58
1543931749000	2018-12-04 13:55:49 UTC	ts	minor	109	544	4.9	57
1543931750000	2018-12-04 13:55:50 UTC	pdp	minor	497	497	4.3	60
1543931750000	2018-12-04 13:55:50 UTC	ts	minor	109	544	5.0	56
1543934241000	2018-12-04 14:37:21 UTC	pdp	minor	243	243	2.4	60
1543935171000	2018-12-04 14:52:51 UTC	ts	minor	91	91	4.0	60
1543935767000	2018-12-04 15:02:47 UTC	ts	minor	140	140	3.7	60
1543935795000	2018-12-04 15:03:15 UTC	ts	minor	70	70	3.1	59
1543936489000	2018-12-04 15:14:49 UTC	pdp	minor	68	68	1.0	60
1543936530000	2018-12-04 15:15:30 UTC	pdp	minor	62	62	0.1	59
1543947587000	2018-12-04 18:19:47 UTC	pdp	minor	75	75	3.0	60
1543947587000	2018-12-04 18:19:47 UTC	ts	minor	102	102	3.2	60
1543949204000	2018-12-04 18:46:44 UTC	pdp	minor	85	85	2.0	60
1543951096000	2018-12-04 19:18:16 UTC	pdp	audit	27288	27288	1.1	60
1543951430000	2018-12-04 19:23:50 UTC	ts	audit	28349	28349	1.3	60
1543953438000	2018-12-04 19:57:18 UTC	pdp	minor	115	115	3.3	60
1543959069000	2018-12-04 21:31:09 UTC	ts	minor	-53	-53	1.3	60
1543961638000	2018-12-04 22:13:58 UTC	pdp	minor	79	79	2.8	60
1543977325000	2018-12-05 02:35:25 UTC	pdp	minor	-281	30	2.9	60
1543977337000	2018-12-05 02:35:37 UTC	pdp	minor	311	30	2.4	59
1543977416000	2018-12-05 02:36:56 UTC	pdp	minor	71	71	1.5	60
1543987078000	2018-12-05 05:17:58 UTC	ts	minor	56	56	1.9	60
1543987606000	2018-12-05 05:26:46 UTC	pdp	minor	94	94	2.0	60
1543987606000	2018-12-05 05:26:46 UTC	ts	minor	96	96	2.8	60
1543988692000	2018-12-05 05:44:52 UTC	ts	minor	77	77	1.7	60
1543990210000	2018-12-05 06:10:10 UTC	ts	minor	59	59	2.5	60
1543991201000	2018-12-05 06:26:41 UTC	ts	minor	91	91	1.6	60
1543993456000	2018-12-05 07:04:16 UTC	pdp	minor	56	56	1.2	60
1543993456000	2018-12-05 07:04:16 UTC	ts	minor	87	87	2.9	60
1543994067000	2018-12-05 07:14:27 UTC	ts	minor	62	62	1.5	60
1544000304000	2018-12-05 08:58:24 UTC	ts	minor	94	94	2.6	60
1544002065000	2018-12-05 09:27:45 UTC	ts	minor	81	81	1.9	60
1544004706000	2018-12-05 10:11:46 UTC	ts	minor	57	57	2.6	60
1544007729000	2018-12-05 11:02:09 UTC	ts	minor	74	74	2.5	60
1544007997000	2018-12-05 11:06:37 UTC	pdp	minor	52	52	1.9	60
1544007997000	2018-12-05 11:06:37 UTC	ts	minor	85	85	3.4	60
1544010029000	2018-12-05 11:40:29 UTC	ts	minor	68	68	1.7	60
1544011648000	2018-12-05 12:07:28 UTC	pdp	minor	60	60	1.2	60
1544017158000	2018-12-05 13:39:18 UTC	ts	minor	75	75	3.2	60
1544017327000	2018-12-05 13:42:07 UTC	pdp	minor	66	66	1.8	60
1544019987000	2018-12-05 14:26:27 UTC	ts	minor	75	75	2.4	60
1544020919000	2018-12-05 14:41:59 UTC	pdp	minor	58	58	1.5	60
1544021313000	2018-12-05 14:48:33 UTC	pdp	minor	90	90	1.9	60
1544024110000	2018-12-05 15:35:10 UTC	ts	minor	91	91	3.2	60
1544024810000	2018-12-05 15:46:50 UTC	ts	minor	73	73	2.9	60
1544025464000	2018-12-05 15:57:44 UTC	ts	minor	81	81	3.5	60
1544027806000	2018-12-05 16:36:46 UTC	ts	minor	91	91	2.5	60
1544028005000	2018-12-05 16:40:05 UTC	pdp	minor	55	55	1.9	60
1544028059000	2018-12-05 16:40:59 UTC	ts	minor	85	85	3.3	60
1544029169000	2018-12-05 16:59:29 UTC	ts	minor	82	82	3.1	60
1544029734000	2018-12-05 17:08:54 UTC	ts	minor	67	67	3.2	60
1544030570000	2018-12-05 17:22:50 UTC	ts	minor	-92	-92	3.5	60
1544030582000	2018-12-05 17:23:02 UTC	ts	minor	69	-5	3.0	59
1544030600000	2018-12-05 17:23:20 UTC	ts	minor	-185	-5	4.0	58
1544030619000	2018-12-05 17:23:39 UTC	ts	minor	111	-5	4.4	57
1544030656000	2018-12-05 17:24:16 UTC	ts	minor	-335	78	4.7	58
1544030661000	2018-12-05 17:24:21 UTC	ts	minor	266	78	3.5	58
1544030671000	2018-12-05 17:24:31 UTC	ts	minor	156	78	4.1	57
1544030681000	2018-12-05 17:24:41 UTC	ts	minor	76	78	0.7	57
1544030688000	2018-12-05 17:24:48 UTC	ts	minor	-85	78	0.5	56
1544030722000	2018-12-05 17:25:22 UTC	ts	minor	-76	-76	3.4	57
1544031154000	2018-12-05 17:32:34 UTC	ts	minor	83	83	3.1	60
1544038581000	2018-12-05 19:36:21 UTC	pdp	minor	94	94	1.4	60
1544041559000	2018-12-05 20:25:59 UTC	ts	audit	24767	24767	1.2	60
1544042372000	2018-12-05 20:39:32 UTC	pdp	audit	732	732	4.1	60
1544046430000	2018-12-05 21:47:10 UTC	pdp	minor	261	261	3.7	60
1544046430000	2018-12-05 21:47:10 UTC	ts	minor	55	55	1.1	60
1544064894000	2018-12-06 02:54:54 UTC	pdp	minor	67	67	2.0	60
1544065316000	2018-12-06 03:01:56 UTC	pdp	minor	103	103	4.1	60
1544069883000	2018-12-06 04:18:03 UTC	pdp	minor	64	64	2.0	60
1544074541000	2018-12-06 05:35:41 UTC	pdp	minor	102	102	2.3	60
1544074541000	2018-12-06 05:35:41 UTC	ts	minor	97	97	1.9	60
1544075947000	2018-12-06 05:59:07 UTC	ts	minor	56	56	2.5	60
1544085436000	2018-12-06 08:37:16 UTC	ts	minor	82	82	2.2	60
1544088418000	2018-12-06 09:26:58 UTC	ts	minor	66	66	2.7	60
1544102779000	2018-12-06 13:26:19 UTC	ts	minor	504	8	3.8	60
1544102800000	2018-12-06 13:26:40 UTC	ts	minor	-496	8	3.9	59
1544124698000	2018-12-06 19:31:38 UTC	pdp	minor	91	91	3.2	60
1544145840000	2018-12-07 01:24:00 UTC	pdp	minor	55	55	2.5	60
1544147549000	2018-12-07 01:52:29 UTC	pdp	minor	79	79	3.4	60
1544147664000	2018-12-07 01:54:24 UTC	pdp	minor	82	82	3.4	60
1544151935000	2018-12-07 03:05:35 UTC	pdp	minor	79	79	3.2	60
1544153657000	2018-12-07 03:34:17 UTC	ts	minor	53	53	2.2	60
1544156282000	2018-12-07 04:18:02 UTC	pdp	minor	88	88	2.8	60
1544160543000	2018-12-07 05:29:03 UTC	ts	minor	53	53	1.8	60
1544163215000	2018-12-07 06:13:35 UTC	pdp	minor	71	71	2.1	60
1544163315000	2018-12-07 06:15:15 UTC	pdp	minor	80	80	1.5	60
1544165110000	2018-12-07 06:45:10 UTC	pdp	minor	64	115	2.1	60
1544165147000	2018-12-07 06:45:47 UTC	pdp	minor	51	115	1.1	59
1544170469000	2018-12-07 08:14:29 UTC	ts	minor	94	94	2.0	60
1544170885000	2018-12-07 08:21:25 UTC	pdp	minor	63	63	1.3	60
1544175081000	2018-12-07 09:31:21 UTC	ts	minor	60	60	2.4	60
1544180527000	2018-12-07 11:02:07 UTC	ts	minor	92	92	1.8	60
1544182037000	2018-12-07 11:27:17 UTC	ts	minor	98	98	1.3	60
1544182101000	2018-12-07 11:28:21 UTC	pdp	minor	52	52	1.9	60
1544192810000	2018-12-07 14:26:50 UTC	pdp	minor	62	62	2.9	60
1544194052000	2018-12-07 14:47:32 UTC	pdp	minor	106	106	3.8	60
1544194052000	2018-12-07 14:47:32 UTC	ts	minor	99	99	3.3	60
1544194856000	2018-12-07 15:00:56 UTC	pdp	minor	158	158	3.2	60
1544195037000	2018-12-07 15:03:57 UTC	ts	audit	22746	22746	3.4	60
1544195097000	2018-12-07 15:04:57 UTC	pdp	minor	78	78	3.8	60
1544195098000	2018-12-07 15:04:58 UTC	ts	minor	80	80	4.0	60
1544195270000	2018-12-07 15:07:50 UTC	pdp	audit	10669	10736	2.8	60
1544195273000	2018-12-07 15:07:53 UTC	pdp	audit	67	10736	2.8	59
1544200672000	2018-12-07 16:37:52 UTC	pdp	minor	99	99	2.5	60
1544201832000	2018-12-07 16:57:12 UTC	ts	minor	62	62	2.3	60
1544204507000	2018-12-07 17:41:47 UTC	pdp	minor	71	71	2.6	60
1544204647000	2018-12-07 17:44:07 UTC	pdp	minor	54	54	2.6	60
1544205286000	2018-12-07 17:54:46 UTC	pdp	minor	91	91	2.1	60
1544207096000	2018-12-07 18:24:56 UTC	pdp	audit	600	600	2.8	60
1544212523000	2018-12-07 19:55:23 UTC	pdp	audit	-821	-821	3.6	60
1544212533000	2018-12-07 19:55:33 UTC	ts	audit	4131	4131	1.5	60
1544229193000	2018-12-08 00:33:13 UTC	pdp	minor	91	91	1.8	60
1544229976000	2018-12-08 00:46:16 UTC	pdp	minor	70	70	2.3	60
1544230224000	2018-12-08 00:50:24 UTC	pdp	minor	-67	-67	2.8	60
1544236966000	2018-12-08 02:42:46 UTC	pdp	minor	74	74	2.2	60
1544246459000	2018-12-08 05:20:59 UTC	pdp	minor	82	82	1.3	60
1544262562000	2018-12-08 09:49:22 UTC	pdp	minor	74	74	1.2	60
1544264602000	2018-12-08 10:23:22 UTC	pdp	minor	72	72	1.8	60
1544264755000	2018-12-08 10:25:55 UTC	pdp	minor	54	54	2.3	60
1544267206000	2018-12-08 11:06:46 UTC	pdp	minor	66	66	0.1	60
1544269032000	2018-12-08 11:37:12 UTC	pdp	minor	-66	-129	2.9	60
1544269070000	2018-12-08 11:37:50 UTC	pdp	minor	-63	-129	-2.9	59
1544270062000	2018-12-08 11:54:22 UTC	ts	minor	54	54	2.1	60
1544271044000	2018-12-08 12:10:44 UTC	pdp	minor	64	64	1.9	60
1544271739000	2018-12-08 12:22:19 UTC	pdp	minor	62	62	1.3	60
1544296486000	2018-12-08 19:14:46 UTC	pdp	minor	75	75	1.8	60
1544296563000	2018-12-08 19:16:03 UTC	ts	audit	11240	11240	0.9	60
1544296745000	2018-12-08 19:19:05 UTC	pdp	audit	2978	3113	2.9	60
1544296752000	2018-12-08 19:19:12 UTC	pdp	audit	56	3113	2.5	59
1544296758000	2018-12-08 19:19:18 UTC	pdp	audit	-54	3113	2.7	58
1544296766000	2018-12-08 19:19:26 UTC	pdp	audit	-53	3113	2.5	57
1544296767000	2018-12-08 19:19:27 UTC	pdp	audit	58	3113	2.6	56
1544296771000	2018-12-08 19:19:31 UTC	pdp	audit	51	3113	2.0	55
1544296777000	2018-12-08 19:19:37 UTC	pdp	audit	67	3113	2.1	54
1544296786000	2018-12-08 19:19:46 UTC	pdp	audit	74	3113	2.3	53
1544296787000	2018-12-08 19:19:47 UTC	pdp	audit	-64	3113	2.4	52
1544305827000	2018-12-08 21:50:27 UTC	pdp	minor	92	92	2.2	60
1544332560000	2018-12-09 05:16:00 UTC	pdp	minor	64	64	1.9	60
1544343897000	2018-12-09 08:24:57 UTC	ts	minor	52	52	2.2	60
1544359039000	2018-12-09 12:37:19 UTC	ts	minor	58	58	2.1	60
1544361660000	2018-12-09 13:21:00 UTC	ts	minor	77	77	1.6	60
1544361708000	2018-12-09 13:21:48 UTC	pdp	minor	85	85	1.8	60
1544363533000	2018-12-09 13:52:13 UTC	ts	minor	90	90	1.7	60
1544367994000	2018-12-09 15:06:34 UTC	ts	minor	89	89	1.7	60
1544374540000	2018-12-09 16:55:40 UTC	pdp	minor	93	93	2.0	60
1544374592000	2018-12-09 16:56:32 UTC	pdp	minor	57	57	1.5	59
1544378630000	2018-12-09 18:03:50 UTC	pdp	minor	101	101	1.7	60
1544384298000	2018-12-09 19:38:18 UTC	ts	audit	7585	7585	1.4	60
1544384365000	2018-12-09 19:39:25 UTC	pdp	audit	3091	3091	4.2	60
1544390112000	2018-12-09 21:15:12 UTC	pdp	minor	99	99	3.1	60
1544401056000	2018-12-10 00:17:36 UTC	pdp	minor	92	92	3.1	60
1544423600000	2018-12-10 06:33:20 UTC	pdp	minor	93	93	2.5	60
1544441339000	2018-12-10 11:28:59 UTC	pdp	minor	-58	-58	-1.7	60
1544461094000	2018-12-10 16:58:14 UTC	pdp	minor	91	91	3.6	60
1544465030000	2018-12-10 18:03:50 UTC	pdp	minor	71	71	3.5	60
1544468808000	2018-12-10 19:06:48 UTC	pdp	audit	9488	9488	3.7	60
1544470416000	2018-12-10 19:33:36 UTC	ts	audit	7541	7541	1.4	60
1544470955000	2018-12-10 19:42:35 UTC	pdp	minor	93	93	4.1	60
1544473605000	2018-12-10 20:26:45 UTC	pdp	minor	72	72	3.6	60
1544474661000	2018-12-10 20:44:21 UTC	pdp	minor	64	64	2.8	60
1544476938000	2018-12-10 21:22:18 UTC	pdp	minor	61	61	2.3	60
1544479307000	2018-12-10 22:01:47 UTC	pdp	minor	197	197	6.5	60
1544486211000	2018-12-10 23:56:51 UTC	pdp	minor	134	134	4.5	60
1544496673000	2018-12-11 02:51:13 UTC	pdp	minor	64	64	2.8	60
1544521952000	2018-12-11 09:52:32 UTC	pdp	minor	59	59	2.3	60
1544527847000	2018-12-11 11:30:47 UTC	pdp	minor	-84	-84	0.3	60
1544554277000	2018-12-11 18:51:17 UTC	pdp	minor	66	66	2.5	60
1544554364000	2018-12-11 18:52:44 UTC	pdp	minor	96	96	2.3	60
1544556175000	2018-12-11 19:22:55 UTC	pdp	minor	64	64	1.9	60
1544556734000	2018-12-11 19:32:14 UTC	pdp	minor	107	107	4.0	60
1544556999000	2018-12-11 19:36:39 UTC	ts	audit	4081	4081	0.9	60
1544557240000	2018-12-11 19:40:40 UTC	pdp	audit	1168	1317	3.2	60
1544557241000	2018-12-11 19:40:41 UTC	pdp	audit	149	1317	3.1	59
1544558829000	2018-12-11 20:07:09 UTC	pdp	minor	127	127	4.1	60
1544559254000	2018-12-11 20:14:14 UTC	pdp	minor	64	64	2.7	60
1544563282000	2018-12-11 21:21:22 UTC	pdp	minor	63	63	2.8	60
1544565822000	2018-12-11 22:03:42 UTC	pdp	minor	71	71	2.6	60
1544567316000	2018-12-11 22:28:36 UTC	pdp	minor	73	73	2.6	60
1544571710000	2018-12-11 23:41:50 UTC	pdp	minor	57	57	2.0	60
1544572813000	2018-12-12 00:00:13 UTC	pdp	minor	82	82	1.5	60
1544575467000	2018-12-12 00:44:27 UTC	pdp	minor	89	89	1.7	60
1544607200000	2018-12-12 09:33:20 UTC	ts	minor	73	73	1.5	60
1544614413000	2018-12-12 11:33:33 UTC	pdp	audit	-1272	-1272	2.4	60
1544614424000	2018-12-12 11:33:44 UTC	ts	minor	-536	-536	2.8	60
1544616905000	2018-12-12 12:15:05 UTC	ts	minor	67	67	1.4	60
1544622811000	2018-12-12 13:53:31 UTC	pdp	minor	57	57	1.9	60
1544623392000	2018-12-12 14:03:12 UTC	ts	minor	70	70	1.8	60
1544631623000	2018-12-12 16:20:23 UTC	ts	minor	91	91	1.8	60
1544631837000	2018-12-12 16:23:57 UTC	ts	minor	82	82	2.3	60
1544643636000	2018-12-12 19:40:36 UTC	pdp	minor	62	62	1.6	60
1544644600000	2018-12-12 19:56:40 UTC	pdp	minor	68	68	2.0	60
1544645658000	2018-12-12 20:14:18 UTC	pdp	minor	74	74	1.7	60
